date,closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
 99/01/04,17.0,30268635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/05,17.2,65133854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/06,18.4,145046936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/07,18.4,137964451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/08,18.2,58947013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/11,18.6,108271047.0,17.935416666666665,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/12,18.35,54024017.0,18.09861111111111,0.0,0.0,0.0,0.0,0.0,0.0
 99/01/13,17.85,56187679.0,18.024074074074075,0.0,0.0,0.0,63.15789473684211,50.0,50.0
 99/01/14,17.95,35850344.0,17.999382716049386,0.0,0.0,0.0,64.92985971943888,49.99999999999997,49.99999999999999
 99/01/15,18.0,35281871.0,17.999588477366256,0.0,0.0,0.0,65.91351772497079,48.780487804878014,49.59349593495933
 99/01/18,17.85,47704137.0,17.945558984910836,0.0,0.0,0.0,59.86837449578941,44.486137169064,47.891043012994224
 99/01/19,17.55,45751877.0,17.85953932327389,17.948958333333334,0.0,0.0,49.067941118470664,29.657424779376,41.81317026845482
 99/01/20,18.1,65549113.0,17.902192882182593,17.955381944444444,0.0,0.0,63.53887265884636,32.415294680503564,38.68054507247107
 99/01/21,18.0,54920527.0,17.947295254788397,17.969068287037036,0.0,0.0,59.82999281549652,31.955024039875926,36.43870472827269
 99/01/22,17.7,51483433.0,17.864863503192264,17.924223572530863,0.0,0.0,49.44061334212664,26.24162096485553,33.03967680713364
 99/01/25,17.4,50492358.0,17.714075668794845,17.83893631044239,0.0,0.0,40.91485658684616,22.75757187130715,29.612308495191474
 99/01/26,16.5,78575773.0,17.38855044586323,17.655363592035325,0.0,0.0,25.243620988470113,17.02356643272331,25.416061141035417
 99/01/27,16.4,48380668.0,17.071533630575487,17.452386326696104,0.0,0.0,24.017082467171946,12.249945189383057,21.027355823817963
 99/01/28,16.5,72488732.0,16.90185575371699,17.30407193891342,0.0,0.0,28.203240601020337,10.86933282895805,17.64134815886466
 99/02/01,15.5,57786532.0,16.472070502477994,17.02214328242785,0.0,0.0,20.682677488795612,7.246221885972034,14.17630606790045
 99/02/02,15.6,49001518.0,16.193880334985327,16.79136940202321,0.0,0.0,25.043602416776448,6.648996408829845,11.667202848210247
 99/02/03,16.65,93516485.0,16.300086889990215,16.744891168352677,0.0,0.0,55.719347578391655,18.97811881800777,14.104174838142754
 99/02/04,16.5,129928664.0,16.42089125999348,16.731159306960564,0.0,0.0,52.06652786299379,26.93779349771948,18.38204772466833
 99/02/05,15.7,158650118.0,16.180594173328984,16.559299422467138,0.0,0.0,36.67773140684162,21.834497990727712,19.532864480021455
 99/02/06,16.0,53872879.0,16.082896115552657,16.447332852055947,0.0,0.0,44.111076519402005,23.28649072397721,20.784073228006708
 99/02/08,16.0,45149496.0,16.05943074370177,16.374860710046622,17.24182692307692,0.0,44.111076519402005,26.30864087480835,22.62559577694059
 99/02/09,16.25,58121512.0,16.110453829134514,16.347800591705518,17.162647928994083,0.0,51.0118826486372,33.22536842634284,26.158853326741337
 99/02/10,16.25,81428506.0,16.173635886089674,16.339833826421266,17.09629039599454,0.0,51.01188264863719,37.83652012736584,30.051408926949506
 99/02/22,16.6,61394948.0,16.294923924059784,16.37277818868439,17.053306519379575,0.0,60.77570297300756,47.773366359420415,35.95872807110647
 99/02/23,16.3,69451896.0,16.27161594937319,16.348148490570324,16.989590633273455,0.0,50.436077869149265,48.01052706789647,39.9759944033698
 99/02/24,15.95,80917098.0,16.168577299582125,16.283873742141935,16.91058366148319,0.0,40.73408768266201,41.097927136173396,40.349971980971
 99/02/25,15.5,122272647.0,15.970718199721418,16.165728118451614,16.807846456753715,0.0,31.41154239289483,31.102321794485977,37.267421918809326
 99/03/01,16.0,66465472.0,15.938812133147612,16.11727343204301,16.73608903700343,0.0,48.648513380093696,36.78426391237338,37.10636924999735
 99/03/02,15.75,55218151.0,15.900874755431742,16.068561193369174,16.666005264926245,-0.6610515128640055,42.78378762039378,34.399385818125474,36.20404143937339
 99/03/03,15.9,40349151.0,15.88391650362116,16.032134327807643,16.60323562916269,-0.6430614705622137,47.35341547648306,36.513170792330584,36.30708455702579
 99/03/04,15.8,39247860.0,15.860111002414106,15.995528606506369,16.54240981153479,-0.623825417455455,44.5095754213769,35.45322497266486,36.02246469557215
 99/03/05,16.1,61081335.0,15.927574001609406,16.006690505421975,16.50549367218596,-0.5988209673171608,54.37394393882463,42.15400183362848,38.066310408257586
 99/03/08,16.2,49332854.0,16.01421600107294,16.03682542118498,16.481032620479347,-0.5678982137126023,57.40288887891389,57.92722929259438,44.68661670303652
 99/03/09,16.35,54434093.0,16.096977334048628,16.074437850987483,16.464222418904015,-0.5322754845533882,61.94971988064549,71.95148619506291,53.77490653371198
 99/03/10,16.6,60376080.0,16.247984889365753,16.153698209156236,16.47082069437294,-0.4892448846860513,68.64368798417485,81.3009907967086,62.95026795471085
 99/03/11,16.7,46081229.0,16.398656592910502,16.244748507630195,16.488449871728868,-0.4401361805685756,71.0853469429781,83.96256529304378,69.95436706748849
 99/03/12,16.75,28040653.0,16.494937728607002,16.318540423025162,16.503761420057415,-0.38915314386131117,72.37596685953561,86.53059908425138,75.47977773974279
 99/03/15,16.3,40635849.0,16.45912515240467,16.3300336858543,16.494818233899153,-0.34427942469801953,48.83459662940354,75.74262161172314,75.56739236373623
 99/03/16,16.5,33128403.0,16.443583434936446,16.34377807154525,16.488486062060755,-0.3043651378615169,56.39837451634328,74.10619218559317,75.08032563768855
 99/03/17,16.8,57430023.0,16.537388956624298,16.40731505962104,16.506679441902232,-0.2633649867454518,65.56209099938064,80.98307549214981,77.04790892250897
 99/03/18,16.75,46556111.0,16.608259304416197,16.46442921635087,16.525396407909753,-0.22288542770813824,62.917430447985936,81.76649477254436,78.62077087252077
 99/03/19,16.95,47042803.0,16.722172869610798,16.54535768029239,16.558058222685926,-0.18084845064521762,68.93277886169368,83.2988753029083,80.18013901598327
 99/03/22,16.75,38779951.0,16.714781913073864,16.57113140024366,16.568976820940854,-0.1442478446556126,57.70084827084045,76.58521511421957,78.9818310487287
 99/03/23,16.55,30176138.0,16.689021275382576,16.582192833536386,16.574247834714637,-0.11380927596014027,48.26388711909408,65.09189779544465,74.35185329763401
 99/03/24,16.75,31630222.0,16.721847516921716,16.616410694613652,16.590651847428894,-0.0858956513311607,56.75177286009065,64.44723010924379,71.05031223483728
 99/03/25,16.7,24779587.0,16.71039834461448,16.628258912178044,16.598101705318978,-0.06268507969311539,54.08957369731883,62.26306568686425,68.1212300521796
 99/03/26,17.0,35100341.0,16.76526556307632,16.669382426815037,16.619401574140593,-0.040151893219603406,65.68082746788096,71.33327186141823,69.19191065525915
 99/03/29,16.75,45614285.0,16.78517704205088,16.69531868901253,16.63521683766824,-0.020101144306824255,52.440811905362196,61.444403463167674,66.60940825789532
 99/03/30,16.8,23275961.0,16.79011802803392,16.71276557417711,16.647892465539915,-0.003106293718020631,54.63552141418077,57.62960230877845,63.616139608189705
 99/04/01,16.9,53801527.0,16.83507868535595,16.748137978480923,16.669208429729153,0.01330087477593746,57.01582554113594,60.64195709474106,62.624745437040154
 99/04/02,16.75,23279083.0,16.8233857902373,16.7567816487341,16.679269319749988,0.026143165617572628,47.957015115158946,54.316860285382894,59.85545038648774
 99/04/06,17.05,44524652.0,16.890590526824866,16.80148470727842,16.705863987461527,0.04003867645743662,62.32366829749562,64.41636839538357,61.37575638945302
 99/04/07,17.2,29155793.0,16.981227017883246,16.861653922732017,16.74098983457987,0.0561637587963786,67.67734020108665,76.27757893025571,66.34303056972058
 99/04/08,17.05,34201818.0,17.020818011922163,16.901378268943347,16.76860600115065,0.07148546059564202,57.81839566770494,75.29616373128162,69.32740829024094
 99/04/09,16.95,23996441.0,17.013878674614777,16.917815224119455,16.786405539523678,0.08347030539566903,51.783515401225415,70.19744248752106,69.61741968933431
 99/04/12,16.95,16992643.0,16.984252449743185,16.919012686766212,16.797066651868008,0.09116545129617616,51.78351540122541,61.94981014319584,67.06154984062148
 99/04/13,16.6,38342392.0,16.872834966495457,16.874177238971843,16.785753832493548,0.09061704233259996,33.932874631877304,45.744317873241734,59.955805851494894
 99/04/14,16.65,29363253.0,16.78188997766364,16.828481032476535,16.77146507614789,0.08389682513180888,37.61922213234617,41.60732302660551,53.83964490986509
 99/04/15,16.6,57329865.0,16.742093318442425,16.80081752706378,16.763083147213436,0.07466433607551617,35.2584436105056,36.99747461032962,48.225588143353264
