closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
9.12,98964.0,9.158221020896459,9.117677410680614,9.096370910354732,-0.01313882357221799,50.99371532986608,44.604527781455936,47.33373560569132
9.29,200050.0,9.216314013930972,9.153481175567178,9.11453468648129,-0.0027217610405968927,67.22277105766932,48.78397090192295,47.81714737110186
9.85,1325245.0,9.392542675953981,9.252067646305981,9.163032018290421,0.01562971677063457,85.80498916252999,61.43421189379895,52.35616887866755
9.54,329919.0,9.46336178396932,9.310889705254985,9.197029555345004,0.03527580339850371,62.331101055479934,59.3234882013081,54.678608652881074
9.63,600644.0,9.53474118931288,9.371991421045822,9.233988820318466,0.055821162864274174,65.6088883332181,60.72954768976098,56.695588331841044
9.56,188889.0,9.558994126208587,9.411242850871519,9.262720449524737,0.07436141056077562,60.68072202252125,59.08285635457751,57.49134433941987
10.0,1392016.0,9.72182941747239,9.517285709059598,9.323088107253604,0.09832864880981937,74.90114403922824,61.38403575565939,58.788908144833044
11.0,4650688.0,10.097886278314926,9.739404757549666,9.440542868234095,0.1384352969109697,87.36439819716804,74.25602383710627,63.94461337559079
10.6,2504449.0,10.277757518876617,9.889087297958055,9.53261649375455,0.18204239836947683,70.54892280969366,74.78581943407728,67.55834872841962
10.45,720182.0,10.347671679251079,9.988822748298379,9.606069071158045,0.2221846541236483,64.92547928298822,71.41518397054426,68.8439604757945
10.7,978901.0,10.485947786167385,10.117768956915315,9.69502529645358,0.2622964553912658,69.74821010033645,73.53604857295542,70.4079898415148
10.45,536145.0,10.494798524111589,10.183557464096095,9.75790796595715,0.29496706394080163,59.869735987378725,68.5569410868535,69.79097358996104
10.4,1103659.0,10.479865682741059,10.227964553413413,9.811145814729677,0.31933739888938845,57.90158464685697,64.17596497085351,67.91930405025853
10.55,1257918.0,10.524077121827373,10.292053794511178,9.872788444365856,0.3393229891405751,62.35653841253159,64.4400276026497,66.75954523438892
10.65,468451.0,10.561884747884916,10.349628162092648,9.931612410183867,0.35506154169421633,65.29462244502086,65.6550538627594,66.39138144384576
11.35,2545484.0,10.79542316525661,10.50177346841054,10.03398837863126,0.3776062513112291,79.03786974123308,74.32559146406184,69.03611811725112
11.15,2121342.0,10.955282110171074,10.630644557008784,10.12945081104424,0.40232375024189204,69.58964125583292,69.55039430937457,69.20754351462561
10.5,1021343.0,10.820188073447383,10.61720379750732,10.161800748656221,0.4129396099637336,47.462323833880674,50.96463068900832,63.12657257275318
10.5,391476.0,10.717625382298257,10.599753164589435,10.188777614144204,0.41254679806003314,47.462323833880674,38.57412160876415,54.9424222514235
10.55,606346.0,10.653416921532171,10.58729430382453,10.214640874594648,0.4045681242940028,49.24980320638014,31.46320750929105,47.116017337379354
10.45,310818.0,10.598111281021447,10.570661919853775,10.235630038087368,0.3906608757884835,45.53190699969538,24.423747534929632,39.55192740322945
10.1,505232.0,10.457074187347631,10.504718266544813,10.230966189003725,0.36727911613900444,34.570856250617,18.187260261381653,32.430371689280186
10.2,347396.0,10.35471612489842,10.44559855545401,10.224738020618824,0.33799539987824073,39.55944808553423,16.754469803884064,27.205071060814813
10.05,165857.0,10.278144083265614,10.392165462878342,10.217065865186608,0.3054162394409393,34.7855019520347,13.021498387774587,22.477213503134738
10.1,306258.0,10.231262722177076,10.349721219065286,10.210945414018408,0.27208815256212704,37.788519160667725,11.458776702960842,18.804401236410104
10.2,301580.0,10.208341814784717,10.318517682554406,10.2072188437093,0.23993028981872264,43.979659529796194,17.443106037267995,18.3506361700294
10.25,253507.0,10.205561209856478,10.298764735462006,10.206663548039355,0.21036446933950836,47.13618887796158,24.96207069151203,20.55444767719028
10.15,133526.0,10.18287413990432,10.271887279551672,10.201343275113251,0.1824003763592909,41.52124184836864,25.530269349896955,22.213054901425835
10.05,196533.0,10.138582759936213,10.234906066293059,10.189701484719924,0.15496121740205965,36.32825752296292,21.464624011042478,21.963577937964715
10.1,179509.0,10.110721839957476,10.204921721910882,10.17933983204916,0.12908535189399192,40.77272449426815,24.654576926901864,22.860577600943767
10.2,279561.0,10.119647893304984,10.193684768259068,10.176121383429994,0.10678095848100841,49.27116231798764,38.141810974523686,27.95432205880374
10.2,511562.0,10.13393192886999,10.188487306882557,10.17507358470461,0.08810751122039624,49.271162317987645,47.13330033960491,34.347314819070796
10.1,64287.0,10.121787952579993,10.173322755735464,10.169106385881179,0.07132928294717408,40.8339137278564,45.37568859849628,38.023439412212625
10.05,123725.0,10.100358635053329,10.154018963112888,10.160521279274935,0.05576296312532987,37.02934592030334,41.65396783759406,39.233615554006434
10.0,84165.0,10.06690575670222,10.128349135927406,10.14817348856148,0.040645499973449316,33.305578488009346,36.102645225062666,38.18995877769185
10.0,224353.0,10.040437171134814,10.104874279939507,10.135813989441365,0.026328458078387813,33.30557848800934,32.40176348337507,36.26056034625292
10.0,126699.0,10.02029144742321,10.084061899949589,10.123828297945874,0.013109486863453248,33.30557848800934,29.934508988916676,34.15187656047417
9.99,83558.0,10.004360964948807,10.06546824995799,10.112187659642347,0.0011437075538911865,32.18693956411421,27.45633932594443,31.920030815630923
10.05,136501.0,10.010407309965872,10.058306874964991,10.10528860890063,-0.00848138074401469,45.392522018686364,30.804226217296304,31.548095949519382
10.25,776631.0,10.098604873310583,10.094422395804159,10.11834333129289,-0.011569291692957836,69.3033678027996,41.7482720236521,34.94815464089695
10.55,1967284.0,10.265736582207056,10.1786853298368,10.155393844270359,-0.004597136241078112,82.83341362184721,49.49884801576807,39.79838576585399
10.75,1750034.0,10.443824388138038,10.282237774863999,10.20497893317264,0.011774059345409286,87.30857660303131,57.63691316993231,45.74456156721343
10.5,331331.0,10.479216258758692,10.326864812386667,10.231519015236284,0.02848840690640404,62.76516838887746,55.81591312778095,49.10167875406927
10.5,528430.0,10.511144172505794,10.368220676988889,10.257940629448878,0.04484673503312534,62.76516838887746,54.60191309968004,50.9350902026062
10.65,622587.0,10.557429448337196,10.41518389749074,10.288099042568195,0.061294359011009304,70.04149038472431,58.03870230037148,53.3029609018613
10.6,502051.0,10.575786298891463,10.448069914575617,10.31305296237064,0.07603887764980273,64.96349948455389,58.86790679673886,55.157942866820484
10.6,351502.0,10.583857532594308,10.473391595479681,10.335125811419053,0.08848425893196789,64.96349948455389,59.065091017645706,56.46032558376223
10.55,282997.0,10.572571688396206,10.486159662899736,10.351654595156049,0.0976884206943117,58.82245583856855,54.19154215991196,55.7040644424788
10.3,219935.0,10.49838112559747,10.463466385749781,10.351527318605584,0.10053854998428884,37.53385263343627,36.12769477327464,49.17860788607741
10.35,365301.0,10.457254083731646,10.448721988124818,10.353332909482077,0.0995086557159793,42.52599241906066,26.307352071071936,41.55485594774225
10.35,870615.0,10.404836055821098,10.423934990104016,10.349230377983456,0.0945478469968953,42.52599241906066,30.871568047381242,37.99375998095525
10.25,202579.0,10.353224037214066,10.39494582508668,10.341597271984728,0.08630798821790654,34.56941140658275,29.469934253809686,35.15248473857339
10.2,238861.0,10.293816024809377,10.358288187572233,10.328782097216672,0.0749476086454374,31.08034588420786,26.313289502539728,32.20608632656217
10.15,1850783.0,10.250044016539585,10.325656822976862,10.315991166661544,0.061891218179413635,27.722706755554515,22.304097763597905,28.905423472240752
9.96,399258.0,10.150029344359723,10.263047352480719,10.287837999995272,0.044554845040620225,18.573170784517917,22.773178577793818,26.861341840758442
9.88,201858.0,10.068352896239816,10.203372793733932,10.25838892307256,0.024640650164770406,15.918643850774835,20.61690166055821,24.7798617806917
9.81,107552.0,9.994735264159877,10.144060661444945,10.22678208283621,0.003168235853563095,13.841471030695784,17.207804570242274,22.255842710541895
9.8,2355696.0,9.93315684277325,10.088383884537455,10.194721922618042,-0.01873301893326687,13.538623332949168,14.502172743797894,19.67128605496056
9.83,244956.0,9.8762712285155,10.034069903781214,10.161474082416653,-0.04046725087370133,19.851670095771553,19.780474713093724,19.707682274338282
9.77,223182.0,9.857514152343667,9.998391586484345,10.13520684530768,-0.059736852463628,16.891618007928535,22.04774263573334,20.487702394803303
9.75,115288.0,9.81834276822911,9.955326322070288,10.104806318745553,-0.07768548130595529,15.94085163061981,23.87723905184153,21.61754794714938
9.62,384281.0,9.74972851215274,9.89818860172524,10.066936601918972,-0.09589798508351063,11.077474680115952,23.001492701227676,22.078862865175477
9.61,124114.0,9.719819008101828,9.8584905014377,10.035633786386743,-0.11214704505661713,10.774055170990469,22.95337608653273,22.370367272294562
9.61,53307.0,9.686546005401219,9.818742084531417,10.003661956664684,-0.12670161047194722,10.774055170990469,24.19113961324403,22.977291385944383
9.74,504070.0,9.67853067026748,9.792701737109514,9.977418729228939,-0.13830468680144273,41.01752296733784,35.01631529771824,26.990299356535672
9.64,114001.0,9.675687113511652,9.77225144759126,9.953771134672866,-0.1469476868574753,31.242391695999434,37.1373136467547,30.37263745327535
9.64,16918.0,9.672958075674435,9.754792872992716,9.93175027815957,-0.1529496305193508,31.242391695999437,38.551312546112335,33.09886248422101
9.69,101100.0,9.70113871711629,9.755244060827264,9.918346410608832,-0.15498017437179415,41.31244325798603,41.81198614185263,36.00323703676488
9.7,83701.0,9.69492581141086,9.743120050689386,9.900204379023537,-0.1554010051642654,43.3052492693664,44.541324094568374,38.84926605603271
9.66,108749.0,9.689950540940574,9.732600042241154,9.883265580637111,-0.15445391181060375,37.236140837808094,44.13866050749002,40.61239753985182
9.7,31160.0,9.696633693960381,9.728833368534294,9.869937459049641,-0.15178394755155233,46.27194338581215,46.09244033832663,42.439078472676755
9.7,72478.0,9.700255795973588,9.725277807111913,9.857442269891976,-0.1478600505972544,46.27194338581214,47.39496022555104,44.091039056968185
9.74,94231.0,9.712670530649058,9.727314839259927,9.848215941438749,-0.14246826091356787,55.49770085854484,50.48552903925625,46.22253571773087
9.58,113918.0,9.685113687099372,9.711095699383272,9.831430099789614,-0.1380414888121228,30.422733636530893,37.20311865028435,43.21606336191536
9.67,122245.0,9.668409124732916,9.698413082819393,9.81632009211349,-0.1340145929085176,46.68320670085511,36.135412433522895,40.85584638578454
9.66,105293.0,9.660606083155278,9.689510902349495,9.803141623489374,-0.1299378185547899,45.27249275649263,34.756941622348606,38.82287813130589
9.67,57401.0,9.652904055436851,9.680842418624579,9.790399960144038,-0.12586176314772374,47.18760991472446,40.34301158661623,39.329589283076004
9.74,93010.0,9.6819360369579,9.690702015520483,9.786523040132959,-0.11985361544067427,59.18504242685348,51.13776530016841,43.26564795544014
9.76,141233.0,9.697957357971934,9.697251679600404,9.782175113968886,-0.11286757922623589,62.134293582507865,60.35446979607184,48.961921902317364
9.75,145399.0,9.71697157198129,9.706876399667005,9.780084720586665,-0.10493572756492069,59.55237384765487,65.48883844990648,54.47089408484707
9.78,119160.0,9.734647714654193,9.717396999722503,9.779308972849229,-0.09633097667728177,64.81572640834186,71.9420539160992,60.29461402859778
9.74,109407.0,9.734765143102795,9.720330833102086,9.775900590322365,-0.08817873278588133,53.646335992937885,72.20379351982372,64.26434052567309
9.86,258776.0,9.774843428735197,9.742775694251739,9.781985160297568,-0.07838487943787088,71.39318078333535,72.1358623465491,66.88818113263176
9.79,67905.0,9.7748956191568,9.74814641187645,9.781447840274678,-0.06936818922994245,56.30376132990078,67.13819394531839,66.97151873686063
9.79,188406.0,9.774097079437867,9.752205343230374,9.780759544868934,-0.061205391711665925,56.30376132990079,63.806415011164596,65.91648416162862
9.79,112571.0,9.782731386291912,9.760171119358645,9.782239579879015,-0.05337800547340661,56.30376132990079,58.37094334077634,63.40130388801119
9.78,115796.0,9.787654257527942,9.766392599465538,9.783413458349859,-0.046106576155589406,53.511789865161106,53.91396222718419,60.238856667735526
9.76,163703.0,9.785936171685295,9.769077166221281,9.783343192322947,-0.03973846614480469,47.82063800279821,44.27597481812279,54.91789605119794
9.84,82756.0,9.79729078112353,9.7775643051844,9.786162946759644,-0.03351050123089249,65.45546720187276,46.18398321208186,52.00659177149259
9.84,129509.0,9.813193854082355,9.788803587653666,9.790688873931979,-0.02718545824037654,65.45546720187278,47.45598880805458,50.48972411701325
9.7,76177.0,9.77879590272157,9.775669656378055,9.784482037475673,-0.02351084281182487,35.34936054599596,39.97065920536968,46.9833691464654
9.63,110001.0,9.741697268481046,9.757641380315045,9.775483419208314,-0.022377082028113688,27.703938926427476,29.772106136913234,41.246281476614676
9.61,89269.0,9.705298178987364,9.736784483595871,9.764484694653827,-0.023441707834082205,25.791409373023033,20.8897374246088,34.460766792612716
9.53,179543.0,9.665198785991576,9.711487069663226,9.750678179680456,-0.026591588270711713,19.37214144782279,13.926491616405867,27.616008400543766
9.74,198383.0,9.68429919066105,9.713322558052688,9.748510627397344,-0.028310884485500575,54.8052369712266,27.233045692988572,27.488354164692037
9.79,339311.0,9.7161994604407,9.724435465043907,9.750932886828318,-0.02794819194528265,59.8469122797674,41.578787218749056,32.185165182711046
10.25,1485810.0,9.869132973627133,9.799529554203255,9.78355343399537,-0.01916332951464917,82.00672419209356,58.88802264799718,41.08611767113976
10.15,523294.0,9.979421982418089,9.866274628502714,9.815587785226496,-0.00519329495647583,71.68610984346479,64.46193379785181,48.87805638004378
10.0,555580.0,10.00128132161206,9.89606219041893,9.833234878670611,0.008410826384482983,58.446203899673655,62.0803135888118,53.27880878296645
10.2,562502.0,10.050854214408039,9.938385158682442,9.85760142646518,0.02288540755103865,67.92471954982408,68.6226480835981,58.393421883177005
10.15,360289.0,10.09640280960536,9.979904298902035,9.882978239814012,0.03769353785843556,63.57428755950672,70.95168408825242,62.57950928486881
10.1,177785.0,10.105935206403574,10.004086915751696,9.901595298289859,0.05065315377911582,59.03686657916887,70.47185443281869,65.21029100085211
10.25,1187647.0,10.187290137602382,10.061739096459748,9.936087967652178,0.06565274878480673,67.41040530135369,66.84655615386565,65.75571271852328
10.5,1979091.0,10.295693425068254,10.136865913716456,9.980427354755856,0.0838099108199654,76.86766525789204,68.46374183842615,66.65838909182423
10.35,762718.0,10.322128950045503,10.176554928097046,10.010779096697714,0.10020309493583865,63.58276561212725,62.3091612256174,65.2086464697553
10.2,647569.0,10.281419300030334,10.180462440080872,10.02533455079789,0.11118805380526726,52.66116488393986,50.48253024797253,60.299941062494376
10.2,395296.0,10.262612866686888,10.18788536673406,10.040693431505746,0.11838883008987655,52.66116488393986,42.59810959620928,54.399330573732676
10.4,624500.0,10.29590857779126,10.216987805611716,10.065447782928382,0.12501906860856787,64.40148607808231,45.06540639747285,51.288022514979396
10.35,541338.0,10.318105718527507,10.241239838009763,10.088297953472354,0.13060363179433607,59.94171247571254,41.948366169743785,48.17480373323419
10.35,534540.0,10.320403812351671,10.255199865008136,10.106505803205248,0.13422171779604627,59.94171247571254,39.87033935125774,45.40664893924204
10.2,329302.0,10.288602541567782,10.250166554173447,10.11562074142023,0.1342865367874804,46.13889219531036,31.342130996076566,40.71847629152021
10.05,742030.0,10.217401694378522,10.220972128477873,10.112496069003289,0.12912444132490128,36.14980341386011,22.978087330717738,34.805013304586055
9.98,613929.0,10.14410112958568,10.183726773731562,10.103650217541496,0.11931486429793432,32.24090839346726,15.318724887145159,28.309583832105755
10.05,409143.0,10.101900753057121,10.15602231144297,10.097023277730612,0.10725169818081892,40.023280952663455,18.38858388702765,25.00258385041305
10.1,420251.0,10.105433835371414,10.148768592869141,10.098213794828258,0.09591231815283177,45.398568277106186,23.579810641666228,24.528326114164106
10.15,370594.0,10.107789223580943,10.14272382739095,10.099312733687622,0.08541207326293113,50.7005948948984,30.18528256614231,26.41397826482351
10.05,285607.0,10.092692815720628,10.129353189492459,10.096480984942419,0.07490409952035296,41.118036356567835,28.299622339692416,27.04252628977981
10.0,162010.0,10.062628543813753,10.108210991243716,10.089251678408386,0.06371514218334833,36.93009924914472,24.421970448683833,26.16900767608115
10.0,401837.0,10.043419029209169,10.091009159369763,10.082770780069279,0.052619789606775616,36.93009924914471,22.482864020052798,24.9402931240717
10.0,241894.0,10.024779352806112,10.073757632808137,10.075442258525488,0.04175890654195032,36.93009924914471,24.512385537178087,24.797657261773832
10.0,268938.0,10.019852901870742,10.063131360673447,10.070408238638912,0.03195174964046729,36.93009924914471,25.86539988192828,25.15357146849198
10.1,1186005.0,10.054901934580494,10.073442800561205,10.074607604897457,0.025328438845123435,55.659483883429864,33.033073605495986,27.780072180826647
10.0,488670.0,10.053267956386996,10.069535667134337,10.072714712213038,0.01962694206035854,41.0360800014453,26.78395383223547,27.44803273129625
9.98,280000.0,10.019678637591332,10.050029722611947,10.063467426658189,0.013014012839038542,38.602023725472165,27.485598851119978,27.460554771237494
9.97,359039.0,10.003952425060888,10.037108102176623,10.056469932299867,0.006538844246581879,37.27542787392521,27.21262145630226,27.37791033292575
9.76,489549.0,9.934301616707259,9.996756751813853,10.036356860584492,-0.002688946356862256,19.97587423989035,20.966606394596926,25.240809020149474
9.73,376589.0,9.867867744471505,9.953130626511545,10.013175563616453,-0.014160144506471559,18.503716231409385,15.107681099222786,21.86309971317391
9.84,589250.0,9.860245162981004,9.935108855426288,10.000238981799804,-0.02435414087988045,38.45927578403548,17.416420167843384,20.380873198063735
10.05,1016518.0,9.91849677532067,9.951757379521906,10.002912906276741,-0.029714418054871343,60.57514669077577,30.819986326584853,23.860577574237443
9.89,243709.0,9.91899785021378,9.946464482934923,9.996534990409298,-0.033785635938772124,45.59436308386783,30.71614907648028,26.145768074985057
9.93,234252.0,9.92433190014252,9.944553735779103,9.991801529608582,-0.036478067516913515,49.35207086330462,35.44341911221131,29.244985087393804
9.94,238909.0,9.921221266761679,9.939628113149253,9.98589371963869,-0.03843557531141846,50.38021786377812,39.27520457820886,32.58839158433216
9.84,154928.0,9.899980844507786,9.925940094291045,9.976017279666483,-0.04076389732422229,40.51163965899314,35.02700713377185,33.40126343414539
9.77,127012.0,9.859153896338524,9.90120007857587,9.960746719692137,-0.0445204460826312,34.7876490560413,27.432970742242386,31.41183253684439
9.81,120629.0,9.842769264225682,9.886000065479891,9.949150818177356,-0.04824650740559806,40.54775591747318,25.091368249930298,29.305011107873025
9.64,341396.0,9.783512842817121,9.849166721233242,9.927293062932943,-0.054222474264418584,27.954808676846035,17.877004120643264,25.495675445463103
9.71,324509.0,9.760675228544747,9.826805601027703,9.910962827322717,-0.06020942467053769,37.53984920217788,17.09041654019905,22.693922477041752
9.63,153433.0,9.724616819029832,9.797754667523085,9.891081071374815,-0.06683282050677616,31.747308888942086,12.168804825249097,19.1855499264442
9.63,3711366.0,9.69057787935322,9.768545556269238,9.870420988961369,-0.07384134294384707,31.747308888942086,10.74411549753458,16.37173845014099
9.63,145575.0,9.667885252902147,9.744204630224365,9.851350143656648,-0.08050217704153416,31.747308888942086,10.581547083826544,14.44167466136951
9.74,217401.0,9.6827568352681,9.738920525186971,9.840669363375367,-0.08475150927090648,50.05751167930767,21.340079008265363,16.74114277700146
9.76,159900.0,9.704337890178733,9.740350437655808,9.83350248926957,-0.08643161773947759,52.81909528325283,36.021591133715376,23.1679588959061
9.78,243861.0,9.719558593452488,9.741958698046506,9.827079220864219,-0.08616939875512458,55.754946163098545,48.3733684481179,31.569762079976698
9.76,125364.0,9.729705728968325,9.743298915038755,9.821150050028509,-0.08450574600205037,51.88096902413874,62.07347370225411,41.73766595406917
9.75,90356.0,9.736470485978883,9.744415762532297,9.815676969257085,-0.08185683814659793,49.80464673033322,68.04898246816953,50.50810479210262
9.66,91244.0,9.716813657319255,9.73326313544358,9.805047971621924,-0.07984243775294705,34.77430385235881,57.03265497877977,52.68295485432834
9.66,196509.0,9.694542438212837,9.719385946202983,9.793121204574085,-0.07862100187657795,34.77430385235882,49.68843665251993,51.68478212039221
9.65,224354.0,9.677194958808558,9.706571621835819,9.781534958068386,-0.07788946874777584,33.17254265773112,43.12562443501341,48.83172955859927
