,closed,volume,ema6,ema12,ema26,macd,wrsi6,K9,D9
5486,139.5,23336811.0,140.77104349388563,140.04726461125833,137.92400733676388,2.234119810634637,47.82149191098596,58.969947593565145,60.87073374320829
5487,137.5,29463476.0,139.8473623292571,139.70605384271528,137.92985292624357,2.1425360318020514,40.03979312974587,46.720705803117504,56.15405776317803
5488,138.5,16485910.0,139.39824155283807,139.5050448689294,137.9737103934556,2.020295720536398,45.373240165087466,42.25824831318945,51.522121279848506
5489,136.0,22956373.0,138.5154943685587,139.04587072410783,137.87957882472827,1.8494949563050302,35.81581411869169,28.172165542126297,43.73880270060777
5490,135.0,32132740.0,137.3019962457058,138.35072560342317,137.64845737667227,1.6200496103942048,32.52708891570948,21.95604686935404,36.47788409018986
5491,138.5,28224719.0,137.7429974971372,138.39643800285265,137.72357604000518,1.4306120808848566,51.30622141320695,28.923078865283646,33.95961568188779
5492,137.0,29455424.0,137.70366499809145,138.2678650023772,137.7159932676971,1.2548640116439063,44.88197101820004,29.28205257685576,32.400427980210445
5493,140.5,28723691.0,138.42744333206096,138.53572083531432,137.88207070864348,1.134621234649293,59.189932767888635,43.595442458644584,36.132099473021825
5494,141.0,21649438.0,139.20162888804063,138.90476736276193,138.10268065413246,1.0681143294453292,60.928637568196045,60.17473941687416,44.14631278763927
5495,141.0,20543619.0,139.75941925869375,139.2331394689683,138.31593598842997,1.0379321596639273,60.92863756819604,71.22760405569387,53.1734098769908
5496,139.5,23245808.0,139.83961283912916,139.36094955747356,138.44547937393537,1.0134397644387798,51.45770577172739,71.92951381490703,59.42544452296287
5497,141.0,34540578.0,140.0180752260861,139.5299579645613,138.5939040374788,0.9979625969675233,59.08891684841612,79.06412032104913,65.97166978899162
5498,142.5,32927905.0,140.63705015072406,139.9207983038011,138.8462960345958,1.0132705314150752,65.58186264432345,86.04274688069943,72.66202881956089
5499,139.0,26742675.0,140.4247001004827,139.9339985865009,138.93504249347305,1.0104076437376315,45.40471458695403,70.18234407431244,71.83546723781141
5500,139.0,110350217.0,139.69980006698847,139.65333215541742,138.88234691705205,0.9625231626631792,45.40471458695403,61.073943668589244,68.24829271473736
5501,142.5,48931728.0,140.29986671132565,139.9611101295145,139.0837048465096,0.945499586731527,62.166360097454884,71.66834339810713,69.38830960919394
5502,142.5,31767868.0,141.11657780755044,140.42592510792875,139.36572755062423,0.9684391808461255,62.166360097454884,74.86222893207142,71.21294938348643
5503,142.5,28204644.0,141.5360518717003,140.75077092327396,139.59721004673005,1.0054635199856816,62.166360097454884,76.99148595471428,73.13912824056239
5504,140.5,31780733.0,141.35736791446686,140.7923091027283,139.70511696621236,1.021809243291733,47.70443885907955,70.07765730314286,72.1186379280892
5505,143.5,41097638.0,142.02991194297792,141.2227575856069,139.9874156611191,1.0645157795309488,63.139397923100326,76.13020290797759,73.45582625471866
5506,142.5,34037222.0,142.1866079619853,141.4356313213391,140.18069137949453,1.10260061199367,56.47230977550892,76.24366468374977,74.38510573106237
5507,140.5,30640495.0,141.7494053079902,141.34219276778256,140.23409973491803,1.1036990961678421,45.05445021199057,68.47616861269593,72.41546002494022
5508,141.0,41487561.0,141.37460353866012,141.2226606398188,140.2641689860782,1.0746576076823926,48.1966121481243,65.25862221238553,70.02984742075533
5509,139.5,32030596.0,140.91640235910674,141.01888386651567,140.24384829484143,1.0147332004807617,39.968245659191076,49.06130369714591,63.04033284621886
5510,139.0,37666637.0,140.1942682394045,140.64073655542973,140.12893688754593,0.9141464939613678,37.41329198669735,39.850392940954414,55.31035287779738
5511,138.0,27973102.0,139.67117882626965,140.3047804628581,140.01324943465778,0.7896234008091592,32.436860805979876,28.947881008255322,46.52286225461669
5512,143.5,58669086.0,140.78078588417978,140.75398371904842,140.24299947814563,0.7338955688278845,64.02162190107224,47.870015910265444,46.971913473166275
5513,145.0,34710663.0,142.0205239227865,141.37831976587367,140.57046105674982,0.7486881968870774,68.79572399810904,65.24667727351029,53.06350140661428
5514,142.0,41615595.0,142.26368261519102,141.60693313822807,140.7381178985383,0.772713605447618,52.17866023429937,63.497784849006855,56.5415958874118
