20120502,66793750,209843442,-143049692,297000,13276000,-12979000,4289000,6418000,2129000,-151739692
20120503,16586810,39940805,-23353995,426683,1497000,-1070317,-144000,674000,818000,-24568312
20120504,9024499,19780718,-10756219,49000,2737000,-2688000,579027,1598027,1019000,-12865192
20120507,11931000,31528423,-19597423,1000,1314000,-1313000,1121000,1224000,103000,-19789423
20120508,9873000,15122122,-5249122,101000,382000,-281000,-375265,385000,760265,-5905387
20120509,10272000,20120000,-9848000,0,5108000,-5108000,-955000,656000,1611000,-15911000
20120510,7196616,7772593,-575977,188000,1809000,-1621000,109000,619000,510000,-2087977
20120511,8697741,16662151,-7964410,38000,701000,-663000,-907000,763000,1670000,-9534410
20120514,14067000,13089400,977600,30000,932000,-902000,439000,728000,289000,514600
20120515,15330057,24762922,-9432865,71000,4501000,-4430000,754000,1870000,1116000,-13108865
20120516,16973474,26090453,-9116979,87000,2197000,-2110000,-69000,1572000,1641000,-11295979
20120517,18739388,15800000,2939388,19000,3020000,-3001000,-963000,542000,1505000,-1024612
20120518,9314050,19932054,-10618004,244000,592000,-348000,529000,900000,371000,-10437004
20120521,6778000,14437106,-7659106,172000,238000,-66000,788000,919000,131000,-6937106
20120522,23063000,12636077,10426923,144000,497000,-353000,35000,888000,853000,10108923
20120523,15435786,13344196,2091590,2621000,96000,2525000,346000,894000,548000,4962590
20120524,8336750,15865503,-7528753,1676000,556000,1120000,1233000,1547000,314000,-5175753
20120525,8382529,16058854,-7676325,869000,74000,795000,158000,662000,504000,-6723325
20120528,8986345,8603084,383261,488000,0,488000,-186000,390000,576000,685261
20120529,13394000,15763916,-2369916,2514000,15000,2499000,380000,1358000,978000,509084
20120530,25779450,29780283,-4000833,458058,350000,108058,211000,849000,638000,-3681775
20120531,15498345,27013436,-11515091,550000,212000,338000,745000,1109000,364000,-10432091
20120601,9729000,17035608,-7306608,1433000,328000,1105000,148000,712000,564000,-6053608
20120604,9572313,12880013,-3307700,664000,449000,215000,575000,1850000,1275000,-2517700
20120605,7757000,13823687,-6066687,243000,130000,113000,-157000,505000,662000,-6110687
20120606,8236191,13460323,-5224132,140000,1120000,-980000,157000,358000,201000,-6047132
20120607,10318945,11588686,-1269741,1153000,15000,1138000,1453000,1695000,242000,1321259
20120608,3643589,19338545,-15694956,358000,272000,86000,276000,750000,474000,-15332956
20120611,11008565,10045032,963533,316000,0,316000,658000,896000,238000,1937533
20120612,7491000,17812000,-10321000,316000,0,316000,-4000,315000,319000,-10009000
20120613,5254393,13912456,-8658063,236000,44000,192000,-56000,176000,232000,-8522063
20120614,5078719,9120309,-4041590,105000,300000,-195000,107023,225000,117977,-4129567
20120615,11780100,7981754,3798346,874000,554000,320000,964000,1346000,382000,5082346
20120618,10850696,5645665,5205031,1444000,0,1444000,-107000,750000,857000,6542031
20120619,12273241,10380976,1892265,0,360000,-360000,337000,519000,182000,1869265
20120620,13755006,14955614,-1200608,370000,0,370000,1000,491000,490000,-829608
20120621,9551741,13734068,-4182327,165000,200500,-35500,-16000,398000,414000,-4233827
20120622,10096399,10622768,-526369,199000,150000,49000,-278000,184000,462000,-755369
20120625,12502121,13665410,-1163289,55000,473000,-418000,-139000,392000,531000,-1720289
20120626,15376000,13114338,2261662,40000,566338,-526338,-591000,374000,965000,1144324
20120627,8984000,10561757,-1577757,266000,0,266000,391000,548000,157000,-920757
20120628,15188298,7924059,7264239,375000,36000,339000,612000,926000,314000,8215239
20120629,17785102,7779054,10006048,1221000,30000,1191000,1867000,2026000,159000,13064048
20120702,4182000,11475908,-7293908,2031000,22000,2009000,-14000,760000,774000,-5298908
